PASS	ENVE-BIN	0	live	agent binary measured by this run: shim=/c/Users/Owner/AppData/Local/Temp/claude/C--Users-Owner-Documents-Ceragon/5a8be3d0-f70f-4abf-87ef-459960e86a77/scratchpad/w26/devoid-w26 (sha256 33920d564c29cfe9), execs=$SP/w26/bin/devoid.exe, QA0802_AGENT_BIN override=yes. Unset = the stable Program Files install; a fix built in a worktree is only measured when this says yes
PASS	E55-1	55	live	ai_enforcement_decisions = 45 row(s) after a signed GET /api/v1/ai/policy-bundle (was 0 before the bundle was issued); newest row carries "requestedEffect": "audit-only", "primaryState": "CONTINUED_SAFELY", obligation "kind": "AUDIT"
PASS	E55-2	55	live	45 decision row(s) join ai_policy_bundle_history on bundle_digest — the decision names the bundle Backend issued
PASS	E55-3	55	unit	ai-enforcement-decision-producer.service.spec.ts green (Tests:       11 passed)
PASS	E55-4	55	static	the pinned live-PG spec ai-enforcement-decision-producer.live-pg.spec.ts exists
FAIL	E55-5	55	live	a governed enforcement WAS driven on the live enrolled endpoint (CND34521VN) — 78 ai_events rows now carry a non-'none' enforcement_effect, incl. PROMPT_BLOCKED/deny-prompt and TOOL_CALL_BLOCKED/deny-tool — and enforcement_receipt_v2 is still NULL on every row (count=0). The column has no producer on the live lane: prepareReceipt never lands a V2 receipt for a real endpoint enforcement
PASS	E56-1	56	live	ai_policy_bundle_application_receipt = 1 row(s) after ONE AI_POLICY_BUNDLE_APPLIED event on the legacy batch lane (was 0; the table had only *.spec.ts writers before)
PASS	E56-2	56	live	1 artifact(s) are PENDING_UPLOAD and 0 are MISSING_REQUIRED — the 10-minute authority-gap cron promoted AUTHORITY_PENDING -> PENDING_UPLOAD because RECEIPT_MATCHES resolved
PASS	E56-3	56	static	prompt-evidence-authority-gap.live-pg.spec.ts exists and references the producer, not only hand-inserted receipts
PASS	E57-1	57	live	evidence_ref non-null on 1/3493 ai_events rows, and all 1 resolve to an existing ai_prompt_evidence_artifacts row
PASS	E57-2	57	static	promptArtifacts.mint() is called on BOTH ingest lanes (2 call sites total: 1 in commitSignedBatch, 1 in the legacy ingest the shipped daemon posts to)
PASS	E57-3	57	unit	ai-event.evidence-ref.spec.ts green (Tests:       16 passed)
PASS	E57-4	57	unit	TestSpoolAllowlistDoesNotCarryTheEvidenceRefHomonym passes — endpoint-authored evidenceRef stays out of the spool allowlist
PASS	E57-5	57	static	the acceptance's live-PG promotion of the evidence-ref pin exists
PASS	E58-1	58	live	5 endpoint_evidence_streams row(s) carry an acknowledged floor (highest_contiguous_sequence + gap_count + last_ack_at) written by the LEGACY lane the shipped daemon posts to. `endpoint_evidence_batch_acks` is the signed-commit replay store and is deliberately empty for that lane — the acceptance named the wrong table (floor rows in E58-1-stream-floor.txt)
PASS	E58-2	58	live	0 events carrying enforcement_receipt_v2 have been delivered on this stack, so ai_receipt_highest_sequence is correctly NULL (0 non-NULL rows). The column is a V2-RECEIPT watermark, not an evidence-ack floor; the ack floor is checked by E58-1
PASS	E58-3	58	live	the batch response carried a signed per-stream ack ("ackKeyId":"evack:14d125b6a809d961eb297de0") — EvidenceAckKeyRingService.getActiveSigner did NOT 503, so item 58 step 3's standing explanation (CODEFENCE_SIGNING_MASTER_KEY unset -> every V2 signed batch 503s after the events are spooled) does not apply on this stack, where the key IS set
FAIL	E58-4	58	live	the SIGNED commit lane is RUNNING on the live enrolled endpoint and is REFUSED: daemon /v1/health/detail (HTTP 200) reports evidenceSpool status=degraded lastSequence=101 highestAcknowledgedSequence=0 sequenceAdvancing=false, lastError="invalid endpoint evidence acknowledgement: server acknowledgement names a key the policy does not distribute"; endpoint_evidence_batch_acks = 0 rows. THE STATED CAUSE IS WRONG AND THE MESSAGE IS THE DEFECT'S SECOND HALF: the two sides AGREE on the key. Server signer key_id=evack:14d125b6a809d961eb297de0; the issued bundle distributes ["evack:14d125b6a809d961eb297de0"] — the same id. What is actually true is that this endpoint holds NO ack key set at all: endpoint_control_state ai_policy_applied_revision=NULL, ai_policy_signature_status=UNKNOWN, and the daemon log carries 8x 'signed policy activation refused (agent-version-incompatible): V2 policy bundle failed structural validation: minimum agent version' — the locally-built agent reports version 'dev', below the bundle's minimum-agent floor, so no bundle is ever activated and promptEvidence.ackVerificationKeys is empty. Every ack is then refused and the floor stays 0. FIXED IN CODE, NOT YET IN THE RUNNING DAEMON: evidencespool now carries an AckKeySetPresent probe so an empty key set reports errAckNoVerifier ('endpoint holds no evidence-ack verification key set') instead of blaming the server's key (internal/evidencespool/ack_signature.go, pinned by TestEmptyKeySetReportsNoVerifierNotUnknownKey). This check still measures the STABLE Program Files daemon, which cannot be restarted from a %TEMP% build; ADVANCING THE FLOOR additionally needs a version-compatible agent release, which is a release action, not a code change
PASS	E58-5	58	static	gap_count is rendered in app/admin/endpoints/coverage-section.tsx (3 references) with three distinct arms: N gaps, literal "0 gaps" for a healthy chain, and an explicit unknown/absent arm — "whatever its value" is satisfied
PASS	E58-6	58	static	both regression pins exist
PASS	E58-7	58	unit	go test ./internal/evidencespool -run Ack exit 0
PASS	E59-1	59	live	a reveal carrying surface=DETECTIONS is accepted (HTTP 409); surface-less reveal HTTP 409
BLOCKED	E59-2	59	live	AI_PROMPT_EVIDENCE_ACCESS_GRANTED = 0 rows: no reveal has SUCCEEDED on this stack, because there is no stored revealable prompt-evidence artifact to reveal (the surfaced reveal is now accepted and answers 409 "code":"PROMPT_EVIDENCE_PENDING", not the 400 it answered before the fix). Precondition: an enrolled endpoint that captured a real prompt. Planting a row would fabricate the evidence this lane exists to account for. Producer reachability is proven by E59-1/E59-3/E59-6; audit census in E59-3-audit-census.txt
PASS	E59-3	59	static	Frontend ab82e67: every reveal caller states a closed surface (10 block call sites, panel passes surface)
PASS	E59-4	59	live	GET /api/v1/ai/activity?limit=100 -> 200: 0 occurrences of redactedPreview in the body and 100 rows carry a promptTextAccess decision
PASS	E59-5	59	unit	prompt-evidence-one-decision.spec.ts green (Tests:       20 passed) — note the acceptance names a *.live-pg.spec.ts, which does not exist
PASS	E59-6	59	static	the corrected acceptance query runs against the real audit_events shape ("eventType", payload->>'surface', payload->>'eventId', "createdAt"); the five columns the original named do not exist on this table (rows in E59-6-reveal-audit.txt)
FAIL	E60-1	60	live	the LIVE agent's own heartbeat is losing its honesty rows: discovered=25 stored(json)=21 stored(col)=21 rejected=4 reasons=["bad-binding", "missing-adapter-id"] truncated=0. All 4 rejected elements are the endpoint's UNKNOWN_UNPROTECTED rows — ai-runtime-inventory.json carries exactly 4 rows with an EMPTY adapterId (2x WSL remote-boundary markers, 2x discovery errors: package-root-unreadable + config-root-unreadable). reportForRow() emits those deliberately so an ungovernable runtime "must not disappear" (§9.0), and normalizeRuntimeAdapterReportOutcome then drops every one as missing-adapter-id/bad-binding. The console's adapter denominator (21) therefore HIDES 4 unprotected surfaces. Separately: over-32 storage cannot be re-demonstrated from real adapters on this box (25 exist); it needs the synthetic 41-adapter fixture (checks/lib/cluster-e/build-heartbeat.js), which PASSED this clause on 2026-08-05 with discovered=41 stored=40 rejected=1 truncated=0
