PASS	A0-1	0	live	aws identity = account 113627991972, region eu-north-1 (read-only)
PASS	A0-2	0	live	local integration backend :2053 healthy (http 200), integration/qa0802-be @ 674f49ca
PASS	A0-3	0	static	the shared-contracts consumer-trust pin matches the committed dist (32267 bytes) — npm run build can get past it
FAIL	A1-1	1	live	prod https://api.cera.buzz error body (http 401) has NO errorCode key — keys present: statusCode timestamp path message requestId 
FAIL	A1-2	1	live	/ecs/backend 24h: errorCode appears in 0 log events while statusCode appears in 300 — Insights cannot resolve an errorCode column, which is the QA observation this item was to close
PASS	A1-3	1	live	control: the SAME route on the built integration branch (:2053, http 401) DOES carry "errorCode":"UNAUTHORIZED_EXCEPTION" — so A1-1's absence is a deploy gap, not a code gap
PASS	A1-4	1	unit	regression pin http-exception.filter.spec.ts green — Test Suites: 1 passed, 1 total Tests: 24 passed, 24 total  (unit, NOT live proof)
PASS	A8-1	8	live	no RDS instance has PubliclyAccessible=true (1 instance(s) inspected)
PASS	A8-2	8	live	sg-03a950998d85edecd: 3 ingress rule(s), 0 with a CidrIpv4 outside RFC1918 (all are ReferencedGroupInfo SG-to-SG)
PASS	A8-3	8	live	TCP connect to codefense-postgressdb.c56akiuead81.eu-north-1.rds.amazonaws.com:5432 from this box did NOT succeed (exit 137 within 15 s) — the QA's own probe now fails to connect
PASS	A8-4	8	live	backend/backend-service runningCount=1 rolloutState=COMPLETED — the boundary closure did not take the service down
PASS	A8-5	8	live	rds-boundary-gate.js exits 1, but NOT on item 8: of its 1 failing clause bullet(s), 1 is the item-10 secret-namespace clause added by the cluster-A/C wave (see A10-2) and 0 are network. The database boundary itself is closed
PASS	A8-6	8	unit	test:rds-boundary green — Tests: 77 passed, 77 total (unit, NOT live proof)
PASS	A9-2	9	unit	with DATABASE_HOST=codefense-postgressdb.c56akiuead81.eu-north-1.rds.amazonaws.com the suite fails at SETUP with the guard's message (exit 1): REFUSING to run tests against DATABASE_HOST='codefense-postgressdb.c56akiuead81.eu-north-1.rds. — no connection attempted (unit, NOT live proof)
PASS	A9-3	9	unit	regression pin assert-non-production-db.spec.ts green — Test Suites: 1 passed, 1 total Tests: 27 passed, 27 total  (unit)
PASS	A9-4	9	static	all 4 jest configs list the assert-non-production-db setup file
FAIL	A10-1	10	live	backend:296 DATABASE_URL valueFrom = arn:aws:ssm:eu-north-1:113627991972:parameter/cera/staging/backend/DATABASE_URL — the acceptance requires the /ceragon/production/backend/ ARN
FAIL	A10-2	10	live	backend:296 carries 15 of 17 secrets under /cera/staging/ while 2 env var(s) are literally "production" (CERAGON_ENV + NODE_ENV) — exactly the condition item 10's pin is meant to fail on
PASS	A10-3	10	static	item 10's pin clause (fail on a /staging/ valueFrom while the env is production) is present in the security.yml gate scripts
BLOCKED	A10-4	10	live	the credential ROTATION itself (new password + coordinated task-def revision + proving the OLD password no longer authenticates from an in-VPC host) was not performed — precondition: an owner action; it mutates production and requires an in-VPC host that does not exist
BLOCKED	A12-2	12	live	local codefense_db holds 0 ai_events row(s) with a redactedPreview key, so the leak census has no population to measure here — precondition: an enrolled endpoint submitting real prompts, or prod SQL. See A12-2-local-census.txt
PASS	A12-3	12	unit	regression pins (privacy + w2-preview-cap + detections-truth) green — Test Suites: 3 passed, 3 total Tests: 52 passed, 52 total  (unit, NOT live proof)
PASS	A14-1	14	live	npm run migration:run on an EMPTY database executed 212 of 212 discovered migrations and exited 0 — the chain builds a database from nothing
PASS	A14-2	14	live	ledger on the from-empty build: total=212 distinct_names=212 (equal) and uq_migrations_name is installed
PASS	A14-4	14	unit	regression pin test:lint-migrations green — Tests: 32 passed, 32 total (unit)
PASS	A15-1	15	live	ai_sessions on the chain-built schema carries the PK PLUS 5 FK/CHECK constraints: chk_ai_sessions_end_reason(c) chk_ai_sessions_evidence_mode(c) chk_ai_sessions_state(c) fk_ai_sessions_org(f) fk_ai_sessions_org_site(f) pk_ai_sessions(p)
PASS	A15-2	15	live	enforcement is real and non-vacuous: 3 malformed INSERTs rejected BY NAME (fk_ai_sessions_org, chk_ai_sessions_state, chk_ai_sessions_evidence_mode) and 1 well-formed INSERT accepted
PASS	A16-1	16	live	ai_events.hash_version EXISTS now (1 column); the 20 'hash_version does not exist' failures in the 6h log window predate this run's backfill of the local database from the chain-built reference (it was synchronize-built with migrations stamped, not run). DEPLOY ORDER, unchanged and binding: migration 1788550000000 must run BEFORE the code that queries hash_version — those 20 failures are exactly what the wrong order produces
PASS	A16-2	16	unit	regression pin ai-event-hash.qa-remediation.spec.ts green — Test Suites: 1 passed, 1 total Tests: 43 passed, 43 total  (unit, NOT live proof)
BLOCKED	A16-4	16	live	cannot verify server-derived metadata.monitored — precondition: an enrolled live endpoint plus a patched agent asserting monitored:"true"; C:\ProgramData\devoid holds no credentials.json, so no endpoint is enrolled on this box
BLOCKED	A17-1	17	live	POST reportSequence '1.5' (http 401) and 1.5 (http 401) to the ingest lane both stop at the auth guard, which runs BEFORE the validation pipe, so assertCanonicalUint64 is never reached — precondition: a signed, enrolled agent. Note also that the acceptance names an 'endpoint-policy-integrity ingest route' that does not exist under that name: reportSequence arrives on POST /api/v1/key-heartbeat (health.controller.ts:83) and is written by health.service.ts:552-651
PASS	A17-2	17	unit	uint64 trust-boundary pins green — Test Suites: 3 passed, 3 total Tests: 100 passed, 100 total  (unit, NOT live proof)
PASS	A17-3	17	unit	the generated-constant pin (re-parses src/migrations/*.ts for numeric(20,0) and compares to uint64-columns.ts) green — Test Suites: 1 passed, 1 total Tests: 11 passed, 11 total  (unit)
PASS	A18-1	18	live	cera-rate-limit-counters-prod is ACTIVE, key=throttle_key, ItemCount=93
BLOCKED	A18-2	18	live	ACCEPTANCE CORRECTED — the literal 'agent#endpoint:<uuid>#<window>' is unproducible: @nestjs/throttler 6.5.0 hashes the tracker in generateKey, so every real key is '<name>#<64 hex>#<window>'. Prod scan returned 102 key(s), 0 with an agent# prefix; census:  63 short 39 medium . The per-endpoint bucket is verified over HTTP on the local stack instead (one request -> exactly one agent# write, no global buckets, agent-throttler.produces-key.spec.ts); whether PROD has a live agent# key within the TTL is a traffic question and no agent is enrolled against this deployment
PASS	A18-3	18	live	rate-limit-taskdef-gate.js exits 1, but NOT on item 18: of its 1 failing clause bullet(s), 1 is the item-10 secret-namespace clause (see A10-2) and 0 concern RATE_LIMIT_TABLE. The running backend task def carries the table
PASS	A18-4	18	live	/ecs/backend: the degraded-only token RATE_LIMIT_TABLE matches 0 events in the last 48 h (vs 244 over 7 d, i.e. the pre-cutover records) — nothing has logged the degraded in-memory fallback since the cutover; control token matched 0
PASS	A18-5	18	unit	regression pin ddb-rate-limit.degraded-loudness.spec.ts green — Test Suites: 1 passed, 1 total Tests: 8 passed, 8 total  (unit)
BLOCKED	A18-6	18	live	cannot drive one endpoint past 600 req/min and observe a 429 with a plain Retry-After, the agent's named throttle condition and a CloudWatch errorCode=AGENT_THROTTLED row — preconditions: (a) StandardRetryAfterThrottlerGuard is unshipped, prod runs backend:296 whose 429s still carry Retry-After-short/-medium/-agent, and (b) the bucket is per-endpoint so it needs an enrolled endpoint's own credentials; none is enrolled on this box. 7d AGENT_THROTTLED records observed: 0
BLOCKED	A19-1	19	live	the 24 h zero-500 count is VACUOUS: /ecs/backend logged 0 events mentioning 'canary' at all (and 0 EntityPropertyNotFoundError). Zero 500s here means zero traffic, not a working fix — precondition: deploy the fix (prod still runs a build with no errorCode, see A1-1/A1-2, and A11's commit contains A1's) and an enrolled endpoint driving the route. QA baseline for comparison: 2398 error records / 276 unhandled TypeORM exceptions in 7 days
PASS	A19-2	19	live	POST http://127.0.0.1:2053/api/v1/ai/policy-delivery/canary (the route is @Post, not @Get) -> http 401, not a 500: {"statusCode":401,"timestamp":"2026-08-06T03:00:25.322Z","path":"/api/v1/ai/policy-delivery/canary","message":"Missing authorizati
PASS	A19-3	19	unit	regression pin relation-id-query.spec.ts (the repo-wide @RelationId structural scan) green — Test Suites: 1 passed, 1 total Tests: 15 passed, 15 total  (unit)
BLOCKED	H1-1	101	live	all seven acceptance steps need an enrolled DeVoid endpoint on CND34521VN: C:\ProgramData\devoid exists but holds no credentials.json and no daemon-token, so no icacls assertion, no 'devoid install-package' gate regression, no daemon restart and no tamper-row check can run — precondition: an enrolled, elevated endpoint
